update,total_steps,FPS,mean_reward,median_reward,min_reward,max_reward
542,4328080,103,-0.6371,-0.789,-0.986,0.001
543,4336080,103,-0.5600999999999999,-0.6635,-0.986,0.001
544,4344080,103,-0.5851333333333333,-0.6645000000000001,-0.956,0.001
545,4352080,103,-0.5602,-0.6735,-0.958,0.003
546,4360080,103,-0.5936,-0.7344999999999999,-0.974,0.003
547,4368080,103,-0.5952999999999999,-0.7745,-0.99,0.002
548,4376080,103,-0.5871666666666666,-0.6925,-0.99,0.003
549,4384080,103,-0.6194333333333334,-0.6815,-0.97,0.003
550,4392080,103,-0.5527666666666667,-0.6225,-0.96,0.002
551,4400080,103,-0.5277666666666667,-0.599,-0.95,0.003
552,4408080,103,-0.4603000000000001,-0.5315000000000001,-0.973,0.003
553,4416080,103,-0.4243333333333333,-0.48350000000000004,-0.973,0.036
554,4424080,103,-0.5123333333333332,-0.6255,-0.986,0.036
555,4432080,103,-0.6279999999999999,-0.735,-0.986,0.002
556,4440080,103,-0.6353333333333333,-0.748,-0.984,0.002
557,4448080,103,-0.4982666666666667,-0.7164999999999999,-0.97,0.57
558,4456080,103,-0.45283333333333325,-0.5814999999999999,-0.942,0.57
559,4464080,103,-0.5044,-0.5615,-0.942,0.003
560,4472080,103,-0.5866333333333333,-0.713,-0.972,0.002
561,4480080,103,-0.5836,-0.6930000000000001,-0.99,0.002
562,4488080,103,-0.6191666666666668,-0.687,-0.982,0.003
563,4496080,103,-0.6487999999999999,-0.7124999999999999,-0.986,0.003
564,4504080,103,-0.5951000000000001,-0.692,-0.982,0.004
565,4512080,103,-0.6123666666666665,-0.73,-0.982,0.001
566,4520080,103,-0.5003333333333334,-0.623,-0.922,0.002
567,4528080,103,-0.5210333333333333,-0.6325000000000001,-0.97,0.002
568,4536080,103,-0.5343666666666667,-0.606,-0.934,0.002
569,4544080,103,-0.5757999999999999,-0.7055,-0.96,0.002
570,4552080,103,-0.6221,-0.7555000000000001,-0.96,0.001
571,4560080,103,-0.5508666666666666,-0.556,-0.958,0.001
572,4568080,103,-0.6113333333333333,-0.6825000000000001,-0.969,0.003
573,4576080,103,-0.6415666666666667,-0.7275,-0.988,0.003
574,4584080,103,-0.6580000000000001,-0.7095,-0.974,0.001
575,4592080,103,-0.6087666666666667,-0.6765,-0.99,0.002
576,4600080,103,-0.5531666666666666,-0.664,-0.981,0.002
577,4608080,103,-0.5277999999999999,-0.679,-0.988,0.002
578,4616080,103,-0.6213333333333332,-0.735,-0.988,0.002
579,4624080,103,-0.5523333333333332,-0.713,-0.976,0.002
580,4632080,103,-0.4696666666666667,-0.627,-0.96,0.003
581,4640080,103,-0.4626333333333334,-0.534,-0.98,0.003
582,4648080,103,-0.5613333333333334,-0.7224999999999999,-0.98,0.003
583,4656080,103,-0.7121666666666665,-0.8514999999999999,-0.978,0.001
584,4664080,103,-0.6554333333333333,-0.778,-0.99,0.002
585,4672080,103,-0.6162333333333334,-0.7625,-0.99,0.001
586,4680080,103,-0.5676333333333333,-0.7335,-0.986,0.003
587,4688080,104,-0.5991333333333333,-0.708,-0.938,0.001
588,4696080,104,-0.5491999999999998,-0.634,-0.962,0.002
589,4704080,104,-0.48286666666666667,-0.532,-0.962,0.003
590,4712080,104,-0.5138666666666667,-0.669,-0.99,0.003
591,4720080,104,-0.5359333333333333,-0.608,-0.99,0.002
592,4728080,104,-0.5326000000000001,-0.6315,-0.981,0.003
593,4736080,104,-0.6297333333333334,-0.7535000000000001,-0.974,0.002
594,4744080,104,-0.6225666666666665,-0.7315,-0.976,0.001
595,4752080,104,-0.6789666666666668,-0.753,-0.992,0.001
596,4760080,104,-0.6413666666666669,-0.711,-0.992,0.003
597,4768080,104,-0.5232333333333333,-0.636,-0.99,0.003
598,4776080,104,-0.6866666666666666,-0.758,-0.99,0.001
599,4784080,104,-0.6025999999999999,-0.71,-0.957,0.002
600,4792080,104,-0.5420666666666667,-0.671,-0.957,0.002
601,4800080,104,-0.5303,-0.7235,-0.978,0.002
602,4808080,104,-0.4077333333333334,-0.45199999999999996,-0.978,0.002
603,4816080,104,-0.6740333333333333,-0.7825,-0.99,0.002
